DAM_ID,Project name,Lon_Cleaned,LAT_cleaned,Country,people,lastOb,month,area
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",jan,0.912
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",feb,0.778
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",apr,0.597
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",mar,0.58
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",may,0.558
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",jun,
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",jul,0.042
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",aug,0.663
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",oct,0.237
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",nov,0.441
27,Keeyask,-95.1796733,56.3494933,Canada,4249,"Dec 1, 2024",dec,0.035
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",jan,0.401
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",feb,0.373
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",apr,0.164
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",mar,0.07
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",may,0.179
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",jun,0.845
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",jul,
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",aug,0.374
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",oct,
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",nov,0.025
80,Los Blancos I,-69.45,-33.8520833,Argentina,8818,"Dec 1, 2024",dec,0.813
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",jan,0.366
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",feb,0.632
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",apr,0.095
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",mar,0.449
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",may,0.291
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",jun,0.106
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",jul,0.653
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",aug,0.039
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",oct,0.482
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",nov,0.893
99,Rio Grande- Cierre La Estrechura,-70.29375,-35.3229167,Argentina,3707,"Dec 1, 2024",dec,0.778
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",jan,0.039
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",feb,0.028
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",apr,0.825
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",mar,
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",may,
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",jun,0.168
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",jul,0.051
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",aug,0.09
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",oct,0.445
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",nov,0.135
128,San Josã©,-64.698273,-19.8104167,Bolivia,4487,"Dec 1, 2024",dec,0.187
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",jan,0.254
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",feb,0.081
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",apr,0.602
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",mar,0.014
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",may,0.348
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",jun,0.482
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",jul,0.404
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",aug,0.887
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",oct,0.099
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",nov,0.832
139,Laranjeiras,-50.75,-29.3854167,Brazil,7947,"Dec 1, 2024",dec,0.418
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",jan,0.695
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",feb,0.506
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",apr,0.856
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",mar,0.097
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",may,0.509
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",jun,0.277
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",jul,0.341
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",aug,0.2
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",oct,0.7
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",nov,0.587
143,Vale Fundo,-52.1919442,-29.1288892,Brazil,7192,"Dec 1, 2024",dec,0.313
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",jan,0.197
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",feb,0.354
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",apr,0.653
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",mar,
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",may,0.872
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",jun,0.587
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",jul,0.003
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",aug,
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",oct,0.73
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",nov,0.879
151,Riachuello (Monte Bérico),-51.1243055,-28.9993055,Brazil,3080,"Dec 1, 2024",dec,0.456
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",jan,0.336
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",feb,
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",apr,0.662
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",mar,0.68
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",may,0.554
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",jun,0.228
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",jul,0.376
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",aug,0.984
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",oct,0.648
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",nov,0.695
180,Touros V,-50.423993,-28.501007,Brazil,6412,"Dec 1, 2024",dec,0.582
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",jan,0.479
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",feb,0.566
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",apr,0.258
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",mar,0.79
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",may,0.253
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",jun,0.713
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",jul,0.779
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",aug,0.206
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",oct,0.262
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",nov,0.931
203,Vassoura,-50.8145833,-28.246222,Brazil,9888,"Dec 1, 2024",dec,0.922
208,São José,-49.1748608,-28.2043058,Brazil,632,"Dec 1, 2024",jan,
208,São José,-49.1748608,-28.2043058,Brazil,632,"Dec 1, 2024",feb,0.348
208,São José,-49.1748608,-28.2043058,Brazil,632,"Dec 1, 2024",apr,
